,iteration,value,metric
963,481,0.04128366708755493,loss
964,482,1.0,accuracy
965,482,0.04111289978027344,loss
966,483,1.0,accuracy
967,483,0.04096820950508118,loss
968,484,1.0,accuracy
969,484,0.04081375151872635,loss
970,485,1.0,accuracy
971,485,0.04064558818936348,loss
972,486,1.0,accuracy
973,486,0.040478553622961044,loss
974,487,1.0,accuracy
975,487,0.040313441306352615,loss
976,488,1.0,accuracy
977,488,0.04018351435661316,loss
978,489,1.0,accuracy
979,489,0.04001926630735397,loss
980,490,1.0,accuracy
981,490,0.0398561954498291,loss
982,491,1.0,accuracy
983,491,0.03969479352235794,loss
984,492,1.0,accuracy
985,492,0.03954947739839554,loss
986,493,1.0,accuracy
987,493,0.039411190897226334,loss
988,494,1.0,accuracy
989,494,0.039251748472452164,loss
990,495,1.0,accuracy
991,495,0.039093390107154846,loss
992,496,1.0,accuracy
993,496,0.03893614560365677,loss
994,497,1.0,accuracy
995,497,0.03880329802632332,loss
996,498,1.0,accuracy
997,498,0.038661498576402664,loss
998,499,1.0,accuracy
999,499,0.03850670903921127,loss
1000,500,1.0,accuracy
1001,500,0.03835289552807808,loss
1002,501,1.0,accuracy
1003,501,0.03820120543241501,loss
1004,502,1.0,accuracy
1005,502,0.03808172047138214,loss
1006,503,1.0,accuracy
1007,503,0.03793041780591011,loss
1008,504,1.0,accuracy
1009,504,0.03778011351823807,loss
1010,505,1.0,accuracy
1011,505,0.037631578743457794,loss
1012,506,1.0,accuracy
1013,506,0.037498839199543,loss
1014,507,1.0,accuracy
1015,507,0.03737042099237442,loss
1016,508,1.0,accuracy
1017,508,0.03722340241074562,loss
1018,509,1.0,accuracy
1019,509,0.037077341228723526,loss
1020,510,1.0,accuracy
1021,510,0.036932699382305145,loss
1022,511,1.0,accuracy
1023,511,0.03681206703186035,loss
1024,512,1.0,accuracy
1025,512,0.036679405719041824,loss
1026,513,1.0,accuracy
1027,513,0.03653648868203163,loss
1028,514,1.0,accuracy
1029,514,0.03639451786875725,loss
1030,515,1.0,accuracy
1031,515,0.036257751286029816,loss
1032,516,1.0,accuracy
1033,516,0.03614993393421173,loss
1034,517,1.0,accuracy
1035,517,0.03601020202040672,loss
1036,518,1.0,accuracy
1037,518,0.03587142378091812,loss
1038,519,1.0,accuracy
1039,519,0.03573601692914963,loss
1040,520,1.0,accuracy
1041,520,0.03561891242861748,loss
1042,521,1.0,accuracy
1043,521,0.035496145486831665,loss
1044,522,1.0,accuracy
1045,522,0.03536143898963928,loss
1046,523,1.0,accuracy
1047,523,0.035229843109846115,loss
1048,524,1.0,accuracy
1049,524,0.03509671986103058,loss
1050,525,1.0,accuracy
1051,525,0.0349876806139946,loss
1052,526,1.0,accuracy
1053,526,0.03486698493361473,loss
1054,527,1.0,accuracy
1055,527,0.03473441302776337,loss
1056,528,1.0,accuracy
1057,528,0.03460320085287094,loss
1058,529,1.0,accuracy
1059,529,0.03448064625263214,loss
1060,530,1.0,accuracy
1061,530,0.03437775373458862,loss
1062,531,1.0,accuracy
1063,531,0.0342484675347805,loss
1064,532,1.0,accuracy
1065,532,0.034123845398426056,loss
1066,533,1.0,accuracy
1067,533,0.033996984362602234,loss
1068,534,1.0,accuracy
1069,534,0.03388530761003494,loss
1070,535,1.0,accuracy
1071,535,0.03377791866660118,loss
1072,536,1.0,accuracy
1073,536,0.033652015030384064,loss
1074,537,1.0,accuracy
1075,537,0.03352729603648186,loss
1076,538,1.0,accuracy
1077,538,0.03340784087777138,loss
1078,539,1.0,accuracy
1079,539,0.03330443054437637,loss
1080,540,1.0,accuracy
1081,540,0.033192723989486694,loss
1082,541,1.0,accuracy
1083,541,0.03307277336716652,loss
1084,542,1.0,accuracy
1085,542,0.032950952649116516,loss
1086,543,1.0,accuracy
1087,543,0.03283315151929855,loss
1088,544,1.0,accuracy
1089,544,0.032742343842983246,loss
1090,545,1.0,accuracy
1091,545,0.032623227685689926,loss
1092,546,1.0,accuracy
1093,546,0.03250785917043686,loss
1094,547,1.0,accuracy
1095,547,0.03238919377326965,loss
1096,548,1.0,accuracy
1097,548,0.03228155896067619,loss
1098,549,1.0,accuracy
1099,549,0.03218503296375275,loss
1100,550,1.0,accuracy
1101,550,0.03206857293844223,loss
1102,551,1.0,accuracy
1103,551,0.03195669502019882,loss
1104,552,1.0,accuracy
1105,552,0.03184109926223755,loss
1106,553,1.0,accuracy
1107,553,0.03174539655447006,loss
1108,554,1.0,accuracy
1109,554,0.03164319694042206,loss
1110,555,1.0,accuracy
1111,555,0.031530436128377914,loss
1112,556,1.0,accuracy
1113,556,0.031420718878507614,loss
1114,557,1.0,accuracy
1115,557,0.03130894899368286,loss
1116,558,1.0,accuracy
1117,558,0.031226854771375656,loss
1118,559,1.0,accuracy
1119,559,0.031115178018808365,loss
1120,560,1.0,accuracy
1121,560,0.031006593257188797,loss
1122,561,1.0,accuracy
1123,561,0.03089841827750206,loss
1124,562,1.0,accuracy
1125,562,0.030797868967056274,loss
1126,563,1.0,accuracy
1127,563,0.03070951998233795,loss
1128,564,1.0,accuracy
1129,564,0.03060052916407585,loss
1130,565,1.0,accuracy
1131,565,0.03049679659307003,loss
1132,566,1.0,accuracy
1133,566,0.030389143154025078,loss
1134,567,1.0,accuracy
1135,567,0.030300792306661606,loss
1136,568,1.0,accuracy
1137,568,0.030205080285668373,loss
1138,569,1.0,accuracy
1139,569,0.030101217329502106,loss
1140,570,1.0,accuracy
1141,570,0.029997842386364937,loss
1142,571,1.0,accuracy
1143,571,0.02989395149052143,loss
1144,572,1.0,accuracy
1145,572,0.029815617948770523,loss
1146,573,1.0,accuracy
1147,573,0.029714254662394524,loss
1148,574,1.0,accuracy
1149,574,0.029614273458719254,loss
1150,575,1.0,accuracy
1151,575,0.02951107919216156,loss
1152,576,1.0,accuracy
1153,576,0.029418254271149635,loss
1154,577,1.0,accuracy
1155,577,0.029334358870983124,loss
1156,578,1.0,accuracy
1157,578,0.029237184673547745,loss
1158,579,1.0,accuracy
1159,579,0.02913607284426689,loss
1160,580,1.0,accuracy
1161,580,0.029039135202765465,loss
1162,581,1.0,accuracy
1163,581,0.028955062851309776,loss
1164,582,1.0,accuracy
1165,582,0.028867671266198158,loss
1166,583,1.0,accuracy
1167,583,0.028769122436642647,loss
1168,584,1.0,accuracy
1169,584,0.02867349609732628,loss
1170,585,1.0,accuracy
1171,585,0.028576677665114403,loss
1172,586,1.0,accuracy
1173,586,0.02850295417010784,loss
1174,587,1.0,accuracy
1175,587,0.02840924821794033,loss
1176,588,1.0,accuracy
1177,588,0.028315264731645584,loss
1178,589,1.0,accuracy
1179,589,0.02822037786245346,loss
1180,590,1.0,accuracy
1181,590,0.028132233768701553,loss
1182,591,1.0,accuracy
1183,591,0.028055431321263313,loss
1184,592,1.0,accuracy
1185,592,0.027963215485215187,loss
1186,593,1.0,accuracy
1187,593,0.027870113030076027,loss
1188,594,1.0,accuracy
1189,594,0.02777867205440998,loss
1190,595,1.0,accuracy
1191,595,0.027701985090970993,loss
1192,596,1.0,accuracy
1193,596,0.02761901542544365,loss
1194,597,1.0,accuracy
1195,597,0.02752711996436119,loss
1196,598,1.0,accuracy
1197,598,0.02743794396519661,loss
1198,599,1.0,accuracy
1199,599,0.027347194030880928,loss
1200,600,1.0,accuracy
1201,600,0.027280589565634727,loss
1202,601,1.0,accuracy
1203,601,0.0271898340433836,loss
1204,602,1.0,accuracy
1205,602,0.027102963998913765,loss
1206,603,1.0,accuracy
1207,603,0.027013057842850685,loss
1208,604,1.0,accuracy
1209,604,0.026937173679471016,loss
1210,605,1.0,accuracy
1211,605,0.026859944686293602,loss
1212,606,1.0,accuracy
1213,606,0.026774778962135315,loss
1214,607,1.0,accuracy
1215,607,0.026686688885092735,loss
1216,608,1.0,accuracy
1217,608,0.026602042838931084,loss
1218,609,1.0,accuracy
1219,609,0.026532035320997238,loss
1220,610,1.0,accuracy
1221,610,0.02645202726125717,loss
1222,611,1.0,accuracy
1223,611,0.02636696957051754,loss
1224,612,1.0,accuracy
1225,612,0.026282375678420067,loss
1226,613,1.0,accuracy
1227,613,0.026201561093330383,loss
1228,614,1.0,accuracy
1229,614,0.026134543120861053,loss
1230,615,1.0,accuracy
1231,615,0.026052488014101982,loss
1232,616,1.0,accuracy
1233,616,0.02596796676516533,loss
1234,617,1.0,accuracy
1235,617,0.025887222960591316,loss
1236,618,1.0,accuracy
1237,618,0.02581607736647129,loss
1238,619,1.0,accuracy
1239,619,0.025743607431650162,loss
1240,620,1.0,accuracy
1241,620,0.025661323219537735,loss
1242,621,1.0,accuracy
1243,621,0.025580789893865585,loss
1244,622,1.0,accuracy
1245,622,0.025500021874904633,loss
1246,623,1.0,accuracy
1247,623,0.025439094752073288,loss
1248,624,1.0,accuracy
1249,624,0.025360122323036194,loss
1250,625,1.0,accuracy
1251,625,0.025278979912400246,loss
1252,626,1.0,accuracy
1253,626,0.025201598182320595,loss
1254,627,1.0,accuracy
1255,627,0.025130469352006912,loss
1256,628,1.0,accuracy
1257,628,0.025063155218958855,loss
1258,629,1.0,accuracy
1259,629,0.024984534829854965,loss
1260,630,1.0,accuracy
1261,630,0.024906683713197708,loss
1262,631,1.0,accuracy
1263,631,0.02482973039150238,loss
1264,632,1.0,accuracy
1265,632,0.024770837277173996,loss
1266,633,1.0,accuracy
1267,633,0.024696221575140953,loss
1268,634,1.0,accuracy
1269,634,0.024618275463581085,loss
1270,635,1.0,accuracy
1271,635,0.02454322576522827,loss
1272,636,1.0,accuracy
1273,636,0.02447371929883957,loss
1274,637,1.0,accuracy
1275,637,0.02441011369228363,loss
1276,638,1.0,accuracy
1277,638,0.024335915222764015,loss
1278,639,1.0,accuracy
1279,639,0.024259770289063454,loss
1280,640,1.0,accuracy
1281,640,0.02418723702430725,loss
1282,641,1.0,accuracy
1283,641,0.02412852644920349,loss
1284,642,1.0,accuracy
1285,642,0.0240575410425663,loss
1286,643,1.0,accuracy
1287,643,0.023984476923942566,loss
1288,644,1.0,accuracy
1289,644,0.023910395801067352,loss
1290,645,1.0,accuracy
1291,645,0.023844247683882713,loss
1292,646,1.0,accuracy
1293,646,0.023783661425113678,loss
1294,647,1.0,accuracy
1295,647,0.023712124675512314,loss
1296,648,1.0,accuracy
1297,648,0.023640185594558716,loss
1298,649,1.0,accuracy
1299,649,0.023568201810121536,loss
1300,650,1.0,accuracy
1301,650,0.023513145744800568,loss
1302,651,1.0,accuracy
1303,651,0.023444538936018944,loss
1304,652,1.0,accuracy
1305,652,0.02337470091879368,loss
1306,653,1.0,accuracy
1307,653,0.02330419421195984,loss
1308,654,1.0,accuracy
1309,654,0.02323862724006176,loss
1310,655,1.0,accuracy
1311,655,0.023182909935712814,loss
1312,656,1.0,accuracy
1313,656,0.02311226911842823,loss
1314,657,1.0,accuracy
1315,657,0.023044006898999214,loss
1316,658,1.0,accuracy
1317,658,0.022975077852606773,loss
1318,659,1.0,accuracy
1319,659,0.022920846939086914,loss
1320,660,1.0,accuracy
1321,660,0.022856997326016426,loss
1322,661,1.0,accuracy
1323,661,0.022787928581237793,loss
1324,662,1.0,accuracy
1325,662,0.022720789536833763,loss
1326,663,1.0,accuracy
1327,663,0.022658489644527435,loss
1328,664,1.0,accuracy
1329,664,0.022602755576372147,loss
1330,665,1.0,accuracy
1331,665,0.022537389770150185,loss
1332,666,1.0,accuracy
1333,666,0.02247006446123123,loss
1334,667,1.0,accuracy
1335,667,0.022403964772820473,loss
1336,668,1.0,accuracy
1337,668,0.022353412583470345,loss
1338,669,1.0,accuracy
1339,669,0.022289471700787544,loss
1340,670,1.0,accuracy
1341,670,0.022224850952625275,loss
1342,671,1.0,accuracy
1343,671,0.02215966396033764,loss
1344,672,1.0,accuracy
1345,672,0.02210012450814247,loss
1346,673,1.0,accuracy
1347,673,0.02204759418964386,loss
1348,674,1.0,accuracy
1349,674,0.02198231779038906,loss
1350,675,1.0,accuracy
1351,675,0.02191844955086708,loss
1352,676,1.0,accuracy
1353,676,0.021855270490050316,loss
1354,677,1.0,accuracy
1355,677,0.021806804463267326,loss
1356,678,1.0,accuracy
1357,678,0.02174524962902069,loss
1358,679,1.0,accuracy
1359,679,0.021682273596525192,loss
1360,680,1.0,accuracy
1361,680,0.02161882072687149,loss
1362,681,1.0,accuracy
1363,681,0.02156504988670349,loss
1364,682,1.0,accuracy
1365,682,0.021510986611247063,loss
1366,683,1.0,accuracy
1367,683,0.021448783576488495,loss
1368,684,1.0,accuracy
1369,684,0.021388012915849686,loss
1370,685,1.0,accuracy
1371,685,0.021327273920178413,loss
1372,686,1.0,accuracy
1373,686,0.021280821412801743,loss
1374,687,1.0,accuracy
1375,687,0.021220313385128975,loss
1376,688,1.0,accuracy
1377,688,0.021158874034881592,loss
1378,689,1.0,accuracy
1379,689,0.02109941840171814,loss
1380,690,1.0,accuracy
1381,690,0.021050559356808662,loss
1382,691,1.0,accuracy
1383,691,0.02099459618330002,loss
1384,692,1.0,accuracy
1385,692,0.020935984328389168,loss
1386,693,1.0,accuracy
1387,693,0.02087610773742199,loss
1388,694,1.0,accuracy
1389,694,0.02082059346139431,loss
1390,695,1.0,accuracy
1391,695,0.020774127915501595,loss
1392,696,1.0,accuracy
1393,696,0.02071467414498329,loss
1394,697,1.0,accuracy
1395,697,0.02065606229007244,loss
1396,698,1.0,accuracy
1397,698,0.020598668605089188,loss
1398,699,1.0,accuracy
1399,699,0.020554127171635628,loss
1400,700,1.0,accuracy
1401,700,0.020497804507613182,loss
1402,701,1.0,accuracy
1403,701,0.02044099010527134,loss
1404,702,1.0,accuracy
1405,702,0.0203830748796463,loss
1406,703,1.0,accuracy
1407,703,0.020333508029580116,loss
1408,704,1.0,accuracy
1409,704,0.02028484456241131,loss
1410,705,1.0,accuracy
1411,705,0.020227523520588875,loss
1412,706,1.0,accuracy
1413,706,0.0201716311275959,loss
1414,707,1.0,accuracy
1415,707,0.02011784352362156,loss
1416,708,1.0,accuracy
1417,708,0.020073924213647842,loss
1418,709,1.0,accuracy
1419,709,0.020018640905618668,loss
1420,710,1.0,accuracy
1421,710,0.01996336318552494,loss
1422,711,1.0,accuracy
1423,711,0.01990753971040249,loss
1424,712,1.0,accuracy
1425,712,0.019865725189447403,loss
1426,713,1.0,accuracy
1427,713,0.019813302904367447,loss
1428,714,1.0,accuracy
1429,714,0.01975809410214424,loss
1430,715,1.0,accuracy
1431,715,0.019704271107912064,loss
1432,716,1.0,accuracy
1433,716,0.019656138494610786,loss
1434,717,1.0,accuracy
1435,717,0.01961047761142254,loss
1436,718,1.0,accuracy
1437,718,0.019557049497961998,loss
1438,719,1.0,accuracy
1439,719,0.01950375735759735,loss
1440,720,1.0,accuracy
1441,720,0.019450312480330467,loss
1442,721,1.0,accuracy
1443,721,0.0194111205637455,loss
1444,722,1.0,accuracy
1445,722,0.019358603283762932,loss
1446,723,1.0,accuracy
1447,723,0.019305335357785225,loss
1448,724,1.0,accuracy
1449,724,0.01925317570567131,loss
1450,725,1.0,accuracy
1451,725,0.01921163685619831,loss
1452,726,1.0,accuracy
1453,726,0.01916292868554592,loss
1454,727,1.0,accuracy
1455,727,0.019111044704914093,loss
1456,728,1.0,accuracy
1457,728,0.019059963524341583,loss
1458,729,1.0,accuracy
1459,729,0.019013086333870888,loss
1460,730,1.0,accuracy
1461,730,0.018970197066664696,loss
1462,731,1.0,accuracy
1463,731,0.01891995593905449,loss
1464,732,1.0,accuracy
1465,732,0.018868565559387207,loss
1466,733,1.0,accuracy
1467,733,0.018822040408849716,loss
1468,734,1.0,accuracy
1469,734,0.01879289373755455,loss
1470,735,1.0,accuracy
1471,735,0.018741915002465248,loss
1472,736,1.0,accuracy
1473,736,0.018691206350922585,loss
1474,737,1.0,accuracy
1475,737,0.01864193007349968,loss
1476,738,1.0,accuracy
1477,738,0.01859205961227417,loss
1478,739,1.0,accuracy
1479,739,0.018542306497693062,loss
1480,740,1.0,accuracy
1481,740,0.018499374389648438,loss
1482,741,1.0,accuracy
1483,741,0.018469223752617836,loss
1484,742,1.0,accuracy
1485,742,0.018419593572616577,loss
1486,743,1.0,accuracy
1487,743,0.01837046444416046,loss
1488,744,1.0,accuracy
1489,744,0.018322527408599854,loss
1490,745,1.0,accuracy
1491,745,0.01827370747923851,loss
1492,746,1.0,accuracy
1493,746,0.01822558231651783,loss
1494,747,1.0,accuracy
1495,747,0.01818251423537731,loss
1496,748,1.0,accuracy
1497,748,0.018154412508010864,loss
1498,749,1.0,accuracy
1499,749,0.01810600981116295,loss
1500,750,1.0,accuracy
1501,750,0.018058836460113525,loss
1502,751,1.0,accuracy
1503,751,0.018011458218097687,loss
1504,752,1.0,accuracy
1505,752,0.017963822931051254,loss
1506,753,1.0,accuracy
1507,753,0.017917616292834282,loss
1508,754,1.0,accuracy
1509,754,0.017875660210847855,loss
1510,755,1.0,accuracy
1511,755,0.017847752198576927,loss
1512,756,1.0,accuracy
1513,756,0.01780073344707489,loss
1514,757,1.0,accuracy
1515,757,0.01775520294904709,loss
1516,758,1.0,accuracy
1517,758,0.01770845055580139,loss
1518,759,1.0,accuracy
1519,759,0.017662066966295242,loss
1520,760,1.0,accuracy
1521,760,0.017617564648389816,loss
1522,761,1.0,accuracy
1523,761,0.01757803000509739,loss
1524,762,1.0,accuracy
1525,762,0.01754903979599476,loss
1526,763,1.0,accuracy
1527,763,0.017503777518868446,loss
1528,764,1.0,accuracy
1529,764,0.01745879463851452,loss
1530,765,1.0,accuracy
1531,765,0.017413264140486717,loss
1532,766,1.0,accuracy
1533,766,0.017368625849485397,loss
1534,767,1.0,accuracy
1535,767,0.017324713990092278,loss
1536,768,1.0,accuracy
1537,768,0.017288938164711,loss
1538,769,1.0,accuracy
1539,769,0.017258012667298317,loss
1540,770,1.0,accuracy
1541,770,0.017214391380548477,loss
1542,771,1.0,accuracy
1543,771,0.01717006042599678,loss
1544,772,1.0,accuracy
1545,772,0.01712566800415516,loss
1546,773,1.0,accuracy
1547,773,0.017082640901207924,loss
1548,774,1.0,accuracy
1549,774,0.01703944243490696,loss
1550,775,1.0,accuracy
1551,775,0.01700572296977043,loss
1552,776,1.0,accuracy
1553,776,0.016962675377726555,loss
1554,777,1.0,accuracy
1555,777,0.01692044548690319,loss
1556,778,1.0,accuracy
1557,778,0.01688659004867077,loss
1558,779,1.0,accuracy
1559,779,0.016856076195836067,loss
1560,780,1.0,accuracy
1561,780,0.01681382581591606,loss
1562,781,1.0,accuracy
1563,781,0.016771193593740463,loss
1564,782,1.0,accuracy
1565,782,0.016728438436985016,loss
1566,783,1.0,accuracy
1567,783,0.016687000170350075,loss
1568,784,1.0,accuracy
1569,784,0.016645370051264763,loss
1570,785,1.0,accuracy
1571,785,0.016616057604551315,loss
1572,786,1.0,accuracy
1573,786,0.016582898795604706,loss
1574,787,1.0,accuracy
1575,787,0.016542015597224236,loss
1576,788,1.0,accuracy
1577,788,0.016500040888786316,loss
1578,789,1.0,accuracy
1579,789,0.016458256170153618,loss
1580,790,1.0,accuracy
1581,790,0.0164180900901556,loss
1582,791,1.0,accuracy
1583,791,0.01637730747461319,loss
1584,792,1.0,accuracy
1585,792,0.01634562946856022,loss
1586,793,1.0,accuracy
1587,793,0.01630534790456295,loss
1588,794,1.0,accuracy
1589,794,0.016266366466879845,loss
1590,795,1.0,accuracy
1591,795,0.016235992312431335,loss
1592,796,1.0,accuracy
1593,796,0.016195356845855713,loss
1594,797,1.0,accuracy
1595,797,0.016155820339918137,loss
1596,798,1.0,accuracy
1597,798,0.016119569540023804,loss
1598,799,1.0,accuracy
1599,799,0.016084926202893257,loss
1600,800,1.0,accuracy
1601,800,0.016045929864048958,loss
1602,801,1.0,accuracy
1603,801,0.016009284183382988,loss
1604,802,1.0,accuracy
1605,802,0.015978073701262474,loss
1606,803,1.0,accuracy
1607,803,0.01593868061900139,loss
1608,804,1.0,accuracy
1609,804,0.01589985191822052,loss
1610,805,1.0,accuracy
1611,805,0.01586986891925335,loss
1612,806,1.0,accuracy
1613,806,0.015841804444789886,loss
1614,807,1.0,accuracy
1615,807,0.01580333150923252,loss
1616,808,1.0,accuracy
1617,808,0.015764525160193443,loss
1618,809,1.0,accuracy
1619,809,0.01572556607425213,loss
1620,810,1.0,accuracy
1621,810,0.01568763703107834,loss
1622,811,1.0,accuracy
1623,811,0.015653107315301895,loss
1624,812,1.0,accuracy
1625,812,0.015620528720319271,loss
1626,813,1.0,accuracy
1627,813,0.015582605265080929,loss
1628,814,1.0,accuracy
1629,814,0.01554572582244873,loss
1630,815,1.0,accuracy
1631,815,0.015522689558565617,loss
1632,816,1.0,accuracy
1633,816,0.015489787794649601,loss
1634,817,1.0,accuracy
1635,817,0.015452291816473007,loss
1636,818,1.0,accuracy
1637,818,0.015415111556649208,loss
1638,819,1.0,accuracy
1639,819,0.015377483330667019,loss
1640,820,1.0,accuracy
1641,820,0.015340661630034447,loss
1642,821,1.0,accuracy
1643,821,0.015307940542697906,loss
1644,822,1.0,accuracy
1645,822,0.015286825597286224,loss
1646,823,1.0,accuracy
1647,823,0.01524956151843071,loss
1648,824,1.0,accuracy
1649,824,0.01521325297653675,loss
1650,825,1.0,accuracy
1651,825,0.015176698565483093,loss
1652,826,1.0,accuracy
1653,826,0.015140140429139137,loss
1654,827,1.0,accuracy
1655,827,0.015104462392628193,loss
1656,828,1.0,accuracy
1657,828,0.015077408403158188,loss
1658,829,1.0,accuracy
1659,829,0.015041307546198368,loss
1660,830,1.0,accuracy
1661,830,0.015005449764430523,loss
1662,831,1.0,accuracy
1663,831,0.014982564374804497,loss
1664,832,1.0,accuracy
1665,832,0.014953641220927238,loss
1666,833,1.0,accuracy
1667,833,0.014917622320353985,loss
1668,834,1.0,accuracy
1669,834,0.014882133342325687,loss
1670,835,1.0,accuracy
1671,835,0.014847319573163986,loss
1672,836,1.0,accuracy
1673,836,0.014812112785875797,loss
1674,837,1.0,accuracy
1675,837,0.014779788441956043,loss
1676,838,1.0,accuracy
1677,838,0.014761494472622871,loss
1678,839,1.0,accuracy
1679,839,0.014726143330335617,loss
1680,840,1.0,accuracy
1681,840,0.014690978452563286,loss
1682,841,1.0,accuracy
1683,841,0.014656636863946915,loss
1684,842,1.0,accuracy
1685,842,0.014622613787651062,loss
1686,843,1.0,accuracy
1687,843,0.014588290825486183,loss
1688,844,1.0,accuracy
1689,844,0.014565838500857353,loss
1690,845,1.0,accuracy
1691,845,0.014538845047354698,loss
1692,846,1.0,accuracy
1693,846,0.014504332095384598,loss
1694,847,1.0,accuracy
1695,847,0.014469977468252182,loss
1696,848,1.0,accuracy
1697,848,0.01443659421056509,loss
1698,849,1.0,accuracy
1699,849,0.01440327800810337,loss
1700,850,1.0,accuracy
1701,850,0.014373518526554108,loss
1702,851,1.0,accuracy
1703,851,0.014344258233904839,loss
1704,852,1.0,accuracy
1705,852,0.014311788603663445,loss
1706,853,1.0,accuracy
1707,853,0.014281932264566422,loss
1708,854,1.0,accuracy
1709,854,0.014262940734624863,loss
1710,855,1.0,accuracy
1711,855,0.014229705557227135,loss
1712,856,1.0,accuracy
1713,856,0.014197082258760929,loss
1714,857,1.0,accuracy
1715,857,0.014164028689265251,loss
1716,858,1.0,accuracy
1717,858,0.014131326228380203,loss
1718,859,1.0,accuracy
1719,859,0.01409965194761753,loss
1720,860,1.0,accuracy
1721,860,0.014080263674259186,loss
1722,861,1.0,accuracy
1723,861,0.014051863923668861,loss
1724,862,1.0,accuracy
1725,862,0.014019383117556572,loss
1726,863,1.0,accuracy
1727,863,0.01398751325905323,loss
1728,864,1.0,accuracy
1729,864,0.013955259695649147,loss
1730,865,1.0,accuracy
1731,865,0.013923296704888344,loss
1732,866,1.0,accuracy
1733,866,0.01389888022094965,loss
1734,867,1.0,accuracy
1735,867,0.013877361081540585,loss
1736,868,1.0,accuracy
1737,868,0.013845281675457954,loss
1738,869,1.0,accuracy
1739,869,0.013813654892146587,loss
1740,870,1.0,accuracy
1741,870,0.013782573863863945,loss
1742,871,1.0,accuracy
1743,871,0.013751238584518433,loss
1744,872,1.0,accuracy
1745,872,0.013722743839025497,loss
1746,873,1.0,accuracy
1747,873,0.01369732990860939,loss
1748,874,1.0,accuracy
1749,874,0.013666205108165741,loss
1750,875,1.0,accuracy
1751,875,0.013637409545481205,loss
1752,876,1.0,accuracy
1753,876,0.01361317839473486,loss
1754,877,1.0,accuracy
1755,877,0.013582807965576649,loss
1756,878,1.0,accuracy
1757,878,0.013553140684962273,loss
1758,879,1.0,accuracy
1759,879,0.013528859242796898,loss
1760,880,1.0,accuracy
1761,880,0.013498879037797451,loss
1762,881,1.0,accuracy
1763,881,0.013468895107507706,loss
1764,882,1.0,accuracy
1765,882,0.013449924997985363,loss
1766,883,1.0,accuracy
1767,883,0.013424576260149479,loss
1768,884,1.0,accuracy
1769,884,0.013394772075116634,loss
1770,885,1.0,accuracy
1771,885,0.013364611193537712,loss
1772,886,1.0,accuracy
1773,886,0.013334532268345356,loss
1774,887,1.0,accuracy
1775,887,0.01330510713160038,loss
1776,888,1.0,accuracy
1777,888,0.013282294385135174,loss
1778,889,1.0,accuracy
1779,889,0.01326212752610445,loss
1780,890,1.0,accuracy
1781,890,0.013232228346168995,loss
1782,891,1.0,accuracy
1783,891,0.013202991336584091,loss
1784,892,1.0,accuracy
1785,892,0.013173738494515419,loss
1786,893,1.0,accuracy
1787,893,0.01314445212483406,loss
1788,894,1.0,accuracy
1789,894,0.013119489885866642,loss
1790,895,1.0,accuracy
1791,895,0.013094216585159302,loss
1792,896,1.0,accuracy
1793,896,0.0130652766674757,loss
1794,897,1.0,accuracy
1795,897,0.013040134683251381,loss
1796,898,1.0,accuracy
1797,898,0.013023135252296925,loss
1798,899,1.0,accuracy
1799,899,0.012994789518415928,loss
1800,900,1.0,accuracy
1801,900,0.01296580396592617,loss
1802,901,1.0,accuracy
1803,901,0.012937141582369804,loss
1804,902,1.0,accuracy
1805,902,0.012909424491226673,loss
1806,903,1.0,accuracy
1807,903,0.012881905771791935,loss
1808,904,1.0,accuracy
1809,904,0.012859889306128025,loss
1810,905,1.0,accuracy
1811,905,0.012831809930503368,loss
1812,906,1.0,accuracy
1813,906,0.012807690538465977,loss
1814,907,1.0,accuracy
1815,907,0.01278428640216589,loss
1816,908,1.0,accuracy
1817,908,0.012756089679896832,loss
1818,909,1.0,accuracy
1819,909,0.012728995643556118,loss
1820,910,1.0,accuracy
1821,910,0.012708179652690887,loss
1822,911,1.0,accuracy
1823,911,0.012680509127676487,loss
1824,912,1.0,accuracy
1825,912,0.012652909383177757,loss
1826,913,1.0,accuracy
1827,913,0.01263779029250145,loss
1828,914,1.0,accuracy
1829,914,0.012613707222044468,loss
1830,915,1.0,accuracy
1831,915,0.012586035765707493,loss
1832,916,1.0,accuracy
1833,916,0.012558463960886002,loss
1834,917,1.0,accuracy
1835,917,0.012531884014606476,loss
1836,918,1.0,accuracy
1837,918,0.01250478532165289,loss
1838,919,1.0,accuracy
1839,919,0.012486695311963558,loss
1840,920,1.0,accuracy
1841,920,0.012465582229197025,loss
1842,921,1.0,accuracy
1843,921,0.012439122423529625,loss
1844,922,1.0,accuracy
1845,922,0.012412023730576038,loss
1846,923,1.0,accuracy
1847,923,0.012385246343910694,loss
1848,924,1.0,accuracy
1849,924,0.01235925406217575,loss
1850,925,1.0,accuracy
1851,925,0.012339351698756218,loss
1852,926,1.0,accuracy
1853,926,0.01232085470110178,loss
1854,927,1.0,accuracy
1855,927,0.012294154614210129,loss
1856,928,1.0,accuracy
1857,928,0.01226823590695858,loss
1858,929,1.0,accuracy
1859,929,0.012242035940289497,loss
1860,930,1.0,accuracy
1861,930,0.012215910479426384,loss
1862,931,1.0,accuracy
1863,931,0.01219511404633522,loss
1864,932,1.0,accuracy
1865,932,0.012171215377748013,loss
1866,933,1.0,accuracy
1867,933,0.012145333923399448,loss
